행정구역,2023년10월_계_총인구수,2023년10월_계_연령구간인구수,2023년10월_계_0~9세,2023년10월_계_10~19세,2023년10월_계_20~29세,2023년10월_계_30~39세,2023년10월_계_40~49세,2023년10월_계_50~59세,2023년10월_계_60~69세,2023년10월_계_70~79세,2023년10월_계_80~89세,2023년10월_계_90~99세,2023년10월_계_100세 이상
경기도 광주시 (4161000000),391760,391760,30166,35208,41787,52702,68587,67664,57378,25828,10921,1453,66
경기도 광주시 초월읍(4161025300),50520,50520,3585,5050,5663,6747,8415,9138,7141,3158,1441,175,7
경기도 광주시 곤지암읍(4161025900),22245,22245,1099,1603,2446,2464,3229,4447,4084,1814,914,140,5
경기도 광주시 도척면(4161033000),9348,9348,326,591,905,900,1232,1889,2004,932,484,81,4
경기도 광주시 퇴촌면(4161034000),15757,15757,814,1298,1148,1248,2418,2749,3242,1916,800,119,5
경기도 광주시 남종면(4161035000),1434,1434,16,51,83,82,127,256,420,228,145,25,1
경기도 광주시 남한산성면(4161037000),2328,2328,103,153,157,183,272,388,535,319,178,37,3
경기도 광주시 경안동(4161051000),29055,29055,2644,2571,3453,4493,4851,4600,3779,1795,775,91,3
경기도 광주시 송정동(4161052000),21265,21265,1196,1893,2449,2527,3416,4044,3476,1559,632,72,1
경기도 광주시 쌍령동(4161054000),17888,17888,1584,1590,2079,2452,3124,3112,2511,1007,382,44,3
경기도 광주시 탄벌동(4161055000),40837,40837,2515,3823,4730,4847,6869,7906,6567,2530,950,95,5
경기도 광주시 광남1동(4161056000),32682,32682,2222,2386,3754,4610,5396,5907,5217,2229,852,105,4
경기도 광주시 광남2동(4161057000),33608,33608,4269,4545,2801,4704,7624,4565,3105,1424,504,61,6
경기도 광주시 오포1동(4161058000),21423,21423,2085,1717,1917,3074,3961,3498,3099,1411,577,80,4
경기도 광주시 오포2동(4161059000),33621,33621,2745,3852,3756,4086,6296,5888,4066,1952,873,101,6
경기도 광주시 신현동(4161060000),36548,36548,3024,2389,4061,6652,6983,5672,4811,2025,800,125,6
경기도 광주시 능평동(4161061000),23201,23201,1939,1696,2385,3633,4374,3605,3321,1529,614,102,3
경기도 양주시 (4163000000),265155,265155,21420,26688,29431,33543,43699,44629,36506,18496,9346,1344,53
경기도 양주시 백석읍(4163025000),25288,25288,976,2251,2773,2104,3284,5062,4901,2387,1340,207,3
경기도 양주시 은현면(4163031000),5450,5450,110,243,532,434,535,1070,1419,667,377,63,0
경기도 양주시 남면(4163032000),6519,6519,273,325,684,704,681,1124,1512,729,396,88,3
경기도 양주시 광적면(4163033000),11188,11188,430,764,1045,1012,1377,2332,2455,1097,588,84,4
경기도 양주시 장흥면(4163034000),11744,11744,489,467,1119,1186,1278,2014,2656,1492,858,176,9
경기도 양주시 양주1동(4163051000),4801,4801,142,258,410,419,464,858,1166,634,384,65,1
경기도 양주시 양주2동(4163052000),50697,50697,3647,6652,5806,4753,9353,8738,6047,3748,1721,221,11
경기도 양주시 회천1동(4163053000),9121,9121,548,639,1296,1091,1198,1635,1524,748,396,42,4
경기도 양주시 회천2동(4163054000),34352,34352,2498,2940,4107,4838,5071,6200,5148,2296,1137,111,6
경기도 양주시 회천3동(4163055000),25505,25505,1595,2865,3618,2696,3959,4928,3006,1677,1023,131,7
경기도 양주시 옥정1동(4163057000),28755,28755,3253,2849,3053,5024,5441,4007,2960,1493,593,79,3
경기도 양주시 옥정2동(4163058000),51735,51735,7459,6435,4988,9282,11058,6661,3712,1528,533,77,2
경기도 포천시 (4165000000),143690,143690,6695,10613,16171,13813,17549,27902,29192,13046,7533,1134,42
경기도 포천시 소흘읍(4165025000),43431,43431,2260,4358,5511,4085,6173,8978,7456,2855,1486,256,13
경기도 포천시 군내면(4165031000),8399,8399,475,510,820,1018,1002,1542,1736,784,433,78,1
경기도 포천시 내촌면(4165032000),4359,4359,78,133,368,323,404,980,1212,507,312,40,2
경기도 포천시 가산면(4165033000),7253,7253,153,337,608,565,720,1668,1919,750,458,74,1
경기도 포천시 신북면(4165034000),11828,11828,495,781,1200,1115,1379,2320,2698,1136,607,94,3
경기도 포천시 창수면(4165035000),2075,2075,36,61,171,91,151,371,608,328,233,25,0
경기도 포천시 영중면(4165036000),4692,4692,132,209,348,288,415,866,1273,667,445,48,1
경기도 포천시 일동면(4165037000),9151,9151,374,643,880,769,1078,1461,2029,1140,654,121,2
경기도 포천시 이동면(4165038000),5785,5785,391,285,701,839,548,733,1170,681,389,47,1
경기도 포천시 영북면(4165039000),7785,7785,493,394,875,863,785,1101,1606,915,653,96,4
경기도 포천시 관인면(4165040000),2567,2567,29,99,175,116,187,453,718,475,281,30,4
경기도 포천시 화현면(4165041000),2581,2581,171,131,225,313,259,374,579,297,203,28,1
경기도 포천시 포천동(4165051000),19295,19295,1035,1677,2469,2071,2471,3830,3368,1463,801,105,5
경기도 포천시 선단동(4165052000),14489,14489,573,995,1820,1357,1977,3225,2820,1048,578,92,4
경기도 여주시 (4167000000),114344,114344,6277,9395,11296,11269,15533,20267,21681,11384,6225,982,35
경기도 여주시 가남읍(4167025000),14448,14448,693,1101,1406,1463,1987,2632,2788,1464,801,112,1
경기도 여주시 점동면(4167031000),4779,4779,176,257,356,300,402,862,1179,739,425,78,5
경기도 여주시 흥천면(4167032000),5032,5032,132,256,341,319,468,864,1352,797,426,74,3
경기도 여주시 금사면(4167033000),2922,2922,68,125,154,182,239,507,851,477,267,50,2
경기도 여주시 세종대왕면(4167034500),5926,5926,193,352,426,424,614,962,1485,852,521,97,0
경기도 여주시 대신면(4167035000),6681,6681,148,352,487,404,528,1130,1785,1033,698,108,8
경기도 여주시 북내면(4167036000),4726,4726,105,297,362,263,468,922,1170,621,446,69,3
경기도 여주시 강천면(4167037000),4279,4279,94,243,293,270,412,889,1063,623,329,61,2
경기도 여주시 산북면(4167038000),2583,2583,83,256,173,170,233,394,639,377,222,35,1
경기도 여주시 여흥동(4167051000),20905,20905,1014,1751,2574,2123,3093,3864,3697,1768,893,123,5
경기도 여주시 중앙동(4167052000),24050,24050,2032,2537,2852,3131,3923,4087,3182,1532,675,98,1
경기도 여주시 오학동(4167053000),18013,18013,1539,1868,1872,2220,3166,3154,2490,1101,522,77,4
경기도 연천군 (4180000000),41639,41639,2086,2833,4559,3945,4383,6580,8633,4928,3237,442,13
경기도 연천군 연천읍(4180025000),7836,7836,628,431,1028,1073,771,1093,1289,843,597,79,4
경기도 연천군 전곡읍(4180025300),18057,18057,1122,1740,2030,1949,2379,2942,3180,1594,956,158,7
경기도 연천군 군남면(4180031000),2987,2987,57,135,283,159,240,485,779,470,340,38,1
경기도 연천군 청산면(4180032000),4196,4196,115,169,564,266,382,683,1066,547,356,47,1
경기도 연천군 백학면(4180033000),2504,2504,56,129,175,152,201,445,659,370,291,26,0
경기도 연천군 미산면(4180034000),1690,1690,34,65,105,114,104,290,521,274,157,26,0
경기도 연천군 왕징면(4180035000),995,995,16,42,59,60,73,132,244,217,135,17,0
경기도 연천군 신서면(4180036000),2492,2492,41,84,241,117,181,362,655,463,308,40,0
경기도 연천군 중면(4180037000),165,165,3,9,23,17,10,20,45,22,14,2,0
경기도 연천군 장남면(4180038000),717,717,14,29,51,38,42,128,195,128,83,9,0
경기도 가평군 (4182000000),62125,62125,2789,4369,5685,5415,7438,10767,13593,7357,4095,596,21
경기도 가평군 가평읍(4182025000),20261,20261,1064,1709,2095,1980,2700,3480,3769,2026,1256,174,8
경기도 가평군 설악면(4182031000),9629,9629,436,734,846,768,1039,1571,2307,1172,638,116,2
경기도 가평군 청평면(4182032500),13600,13600,489,853,1174,1014,1706,2548,2961,1783,937,130,5
경기도 가평군 상면(4182033000),5516,5516,124,209,424,370,499,1034,1547,833,414,61,1
경기도 가평군 조종면(4182034500),9380,9380,573,688,936,1063,1156,1494,1955,950,501,61,3
경기도 가평군 북면(4182035000),3739,3739,103,176,210,220,338,640,1054,593,349,54,2
경기도 양평군 (4183000000),124822,124822,6436,10291,9920,10447,16027,21282,26762,14884,7547,1193,33
경기도 양평군 양평읍(4183025000),34616,34616,2256,3496,3663,3624,5207,6027,5722,2921,1468,228,4
경기도 양평군 강상면(4183031000),10127,10127,741,924,710,939,1572,1573,1975,1122,493,77,1
경기도 양평군 강하면(4183032000),4892,4892,162,208,322,326,468,832,1424,779,318,51,2
경기도 양평군 양서면(4183033000),14108,14108,641,1150,1148,1132,1662,2517,3106,1784,842,121,5
경기도 양평군 옥천면(4183034000),8161,8161,385,599,614,690,1016,1422,1873,992,493,75,2
경기도 양평군 서종면(4183035000),10050,10050,517,889,580,748,1460,1792,2280,1225,480,79,0
경기도 양평군 단월면(4183036000),3911,3911,95,222,212,240,372,664,1074,623,358,50,1
경기도 양평군 청운면(4183037000),3811,3811,87,148,194,194,330,629,1088,660,414,65,2
경기도 양평군 양동면(4183038000),4599,4599,112,202,248,262,364,793,1327,759,445,83,4
경기도 양평군 지평면(4183039500),6856,6856,196,348,400,365,606,1145,1927,1104,635,125,5
경기도 양평군 용문면(4183040000),18543,18543,1063,1805,1499,1609,2405,3003,3651,2132,1187,184,5
경기도 양평군 개군면(4183041000),5148,5148,181,300,330,318,565,885,1315,783,414,55,2
강원특별자치도  (5100000000),1529500,1529500,91797,129596,164471,158670,210385,261255,275286,141293,83867,12476,404
동해출장소  (5110500000),0,0,0,0,0,0,0,0,0,0,0,0,0
강원특별자치도 춘천시 (5111000000),286645,286645,19074,26096,37141,34274,40992,46687,44381,21913,13895,2122,70
강원특별자치도 춘천시 신북읍(5111025000),7254,7254,234,372,605,607,781,1242,1676,907,706,119,5
강원특별자치도 춘천시 동면(5111031000),19302,19302,1577,2572,1907,1927,3432,3116,2886,1134,613,135,3
강원특별자치도 춘천시 동산면(5111032000),1414,1414,24,46,88,80,108,202,445,220,178,22,1
강원특별자치도 춘천시 신동면(5111033000),2572,2572,82,149,184,172,265,452,675,300,256,36,1
강원특별자치도 춘천시 남면(5111034000),1075,1075,14,30,39,49,81,188,317,193,132,31,1
강원특별자치도 춘천시 서면(5111035000),3676,3676,75,130,200,205,273,623,1068,599,413,86,4
강원특별자치도 춘천시 사북면(5111036000),2429,2429,46,119,150,113,169,386,748,380,271,44,3
강원특별자치도 춘천시 북산면(5111038000),951,951,11,15,28,30,53,164,321,196,119,14,0
강원특별자치도 춘천시 동내면(5111039000),16845,16845,1061,1616,1932,2094,2646,2821,2648,1182,718,124,3
강원특별자치도 춘천시 남산면(5111040000),3344,3344,70,116,188,206,319,584,964,529,314,52,2
강원특별자치도 춘천시 교동(5111052000),3695,3695,95,152,1083,416,330,463,545,368,213,30,0
강원특별자치도 춘천시 조운동(5111053000),2554,2554,62,114,319,267,309,393,528,301,224,37,0
강원특별자치도 춘천시 약사명동(5111054500),5434,5434,536,419,555,975,818,731,703,410,248,36,3
강원특별자치도 춘천시 근화동(5111057000),8465,8465,801,645,986,1539,1061,1124,1183,616,452,55,3
강원특별자치도 춘천시 소양동(5111058000),8814,8814,592,745,1021,1089,1216,1495,1397,727,471,58,3
강원특별자치도 춘천시 후평1동(5111060000),11141,11141,383,756,1756,1234,1330,1784,2029,1051,730,84,4
강원특별자치도 춘천시 후평2동(5111061000),14162,14162,1062,1335,2004,1980,2023,2252,1835,935,627,105,4
강원특별자치도 춘천시 후평3동(5111061100),19929,19929,1415,1793,2385,2450,2835,3274,3100,1570,955,147,5
강원특별자치도 춘천시 효자1동(5111062000),4182,4182,253,359,468,400,615,686,725,382,258,36,0
강원특별자치도 춘천시 효자2동(5111063000),12183,12183,285,608,3447,1248,1227,1689,1732,1084,766,92,5
강원특별자치도 춘천시 효자3동(5111064000),4398,4398,109,208,1081,572,447,599,664,398,290,29,1
강원특별자치도 춘천시 석사동(5111065000),33776,33776,1821,3901,4967,3483,5132,6165,4545,2182,1371,206,3
강원특별자치도 춘천시 퇴계동(5111066000),47619,47619,3605,5294,5920,5620,7707,8215,6453,2817,1720,265,3
강원특별자치도 춘천시 강남동(5111067500),25708,25708,2291,2178,2964,3661,3969,4223,3722,1714,853,125,8
강원특별자치도 춘천시 신사우동(5111070500),25723,25723,2570,2424,2864,3857,3846,3816,3472,1718,997,154,5
강원특별자치도 원주시 (5113000000),361426,361426,25816,34701,42566,45446,55943,62160,54536,23815,14217,2165,61
강원특별자치도 원주시 문막읍(5113025000),17728,17728,889,1496,1840,1736,2601,3435,3068,1546,956,155,6
강원특별자치도 원주시 소초면(5113031000),8265,8265,287,392,858,685,788,1524,2090,928,599,109,5
강원특별자치도 원주시 호저면(5113032000),3500,3500,88,114,237,202,302,620,979,486,406,65,1
강원특별자치도 원주시 지정면(5113033000),29798,29798,4721,3050,2262,6350,5940,3312,2668,925,480,87,3
강원특별자치도 원주시 부론면(5113035000),2166,2166,24,74,135,87,115,320,670,402,293,45,1
강원특별자치도 원주시 귀래면(5113036000),2090,2090,38,52,110,87,134,370,671,357,234,36,1
강원특별자치도 원주시 흥업면(5113037000),9554,9554,418,693,1535,902,1130,1635,1872,793,498,75,3
강원특별자치도 원주시 판부면(5113038000),7193,7193,344,590,902,879,1060,1378,1225,478,280,56,1
강원특별자치도 원주시 신림면(5113039000),3608,3608,74,109,161,172,271,656,1142,580,388,53,2
강원특별자치도 원주시 중앙동(5113051500),2384,2384,34,72,139,147,239,464,634,329,271,53,2
강원특별자치도 원주시 원인동(5113052000),4058,4058,139,270,540,440,472,733,777,400,253,33,1
강원특별자치도 원주시 개운동(5113053000),12186,12186,493,1125,1404,1106,1539,2330,2154,1201,730,100,4
강원특별자치도 원주시 명륜1동(5113054100),7916,7916,295,660,907,696,934,1508,1583,785,491,54,3
강원특별자치도 원주시 명륜2동(5113054200),18716,18716,1110,1816,2432,2210,2624,3469,2935,1252,747,118,3
강원특별자치도 원주시 단구동(5113055000),43098,43098,2688,4718,5916,5379,7150,8029,5436,2295,1319,167,1
강원특별자치도 원주시 일산동(5113056000),8390,8390,335,515,1505,1024,845,1280,1479,823,507,75,2
강원특별자치도 원주시 학성동(5113057500),4339,4339,100,236,450,324,509,820,987,502,348,62,1
강원특별자치도 원주시 단계동(5113059000),28289,28289,1988,2204,3768,4215,3952,4936,4609,1614,863,138,2
강원특별자치도 원주시 우산동(5113060000),13414,13414,805,1122,2005,1455,2042,2264,2145,986,513,75,2
강원특별자치도 원주시 태장1동(5113061000),12215,12215,881,1153,1434,1495,1810,2152,1842,899,489,58,2
강원특별자치도 원주시 태장2동(5113062000),23964,23964,1364,2306,2622,2535,3683,4491,4041,1728,1028,164,2
강원특별자치도 원주시 봉산동(5113063500),7466,7466,202,516,727,555,800,1393,1651,894,635,90,3
강원특별자치도 원주시 행구동(5113065000),8719,8719,592,919,943,864,1294,1667,1421,576,383,58,2
강원특별자치도 원주시 무실동(5113066000),35309,35309,2905,4506,4355,4494,6526,5867,4216,1584,740,112,4
강원특별자치도 원주시 반곡관설동(5113067500),47061,47061,5002,5993,5379,7407,9183,7507,4241,1452,766,127,4
강원특별자치도 강릉시 (5115000000),209843,209843,11559,17484,22863,20379,29898,36243,37213,20811,11498,1833,62
강원특별자치도 강릉시 주문진읍(5115025000),16038,16038,598,871,1193,1164,1885,2722,3660,2412,1315,209,9
강원특별자치도 강릉시 성산면(5115031000),3501,3501,119,189,252,200,342,668,852,478,332,65,4
강원특별자치도 강릉시 왕산면(5115032000),1527,1527,30,31,58,80,91,271,499,296,146,24,1
강원특별자치도 강릉시 구정면(5115033000),4273,4273,203,291,301,288,485,731,1032,512,349,78,3
강원특별자치도 강릉시 강동면(5115034000),3971,3971,86,139,330,240,365,665,987,649,431,77,2
강원특별자치도 강릉시 옥계면(5115035000),3336,3336,77,121,213,186,282,588,904,575,329,61,0
강원특별자치도 강릉시 사천면(5115036000),4857,4857,167,263,411,395,587,821,1190,591,377,53,2
강원특별자치도 강릉시 연곡면(5115037000),6247,6247,250,433,406,459,825,1063,1460,848,436,65,2
강원특별자치도 강릉시 홍제동(5115051000),14911,14911,1138,1408,1624,1822,2394,2497,2155,1155,604,110,4
강원특별자치도 강릉시 중앙동(5115052000),4513,4513,107,259,496,363,528,715,917,664,392,69,3
강원특별자치도 강릉시 옥천동(5115054000),3211,3211,72,143,295,234,369,602,650,525,285,35,1
강원특별자치도 강릉시 교1동(5115055000),25521,25521,1514,2679,3472,2517,3959,4665,3567,1899,1086,155,8
강원특별자치도 강릉시 교2동(5115056000),7409,7409,304,503,877,690,953,1304,1448,827,444,56,3
강원특별자치도 강릉시 포남1동(5115057100),10957,10957,378,763,1270,1121,1419,1936,2138,1250,602,77,3
강원특별자치도 강릉시 포남2동(5115057200),12331,12331,456,938,1397,1197,1635,2211,2521,1238,619,116,3
강원특별자치도 강릉시 초당동(5115058000),4557,4557,252,345,470,516,627,835,869,387,225,31,0
강원특별자치도 강릉시 송정동(5115059000),9808,9808,806,950,980,1201,1567,1649,1563,702,328,61,1
강원특별자치도 강릉시 내곡동(5115060000),16472,16472,1180,1500,2237,1895,2717,2646,2395,1199,598,104,1
강원특별자치도 강릉시 강남동(5115061500),17242,17242,792,1348,1763,1468,2241,2973,3156,2078,1245,174,4
강원특별자치도 강릉시 성덕동(5115064500),27931,27931,2036,3144,3266,3014,4688,4905,3816,1865,1032,158,7
강원특별자치도 강릉시 경포동(5115066500),11230,11230,994,1166,1552,1329,1939,1776,1434,661,323,55,1
강원특별자치도 동해시 (5117000000),88741,88741,5480,8312,8529,8265,13393,15809,15315,8497,4521,604,16
강원특별자치도 동해시 천곡동(5117051000),30173,30173,2205,3245,3074,3187,4908,5154,4970,2281,985,160,4
강원특별자치도 동해시 송정동(5117052000),3513,3513,105,185,416,257,393,578,759,462,307,51,0
강원특별자치도 동해시 북삼동(5117053000),19861,19861,1266,2316,2319,1910,3426,3850,2734,1279,673,87,1
강원특별자치도 동해시 부곡동(5117054000),4798,4798,140,312,373,287,581,889,1084,724,370,35,3
강원특별자치도 동해시 동호동(5117055000),4890,4890,227,396,391,381,655,903,943,649,315,28,2
강원특별자치도 동해시 발한동(5117057000),3160,3160,81,138,223,186,303,517,746,586,343,35,2
강원특별자치도 동해시 묵호동(5117059000),2794,2794,63,131,145,144,315,458,653,543,327,14,1
강원특별자치도 동해시 북평동(5117060000),13522,13522,1197,1276,1179,1547,2172,2346,2077,1043,578,107,0
강원특별자치도 동해시 망상동(5117063000),3373,3373,140,177,219,217,387,579,740,513,351,47,3
강원특별자치도 동해시 삼화동(5117065000),2657,2657,56,136,190,149,253,535,609,417,272,40,0
강원특별자치도 태백시 (5119000000),38720,38720,1847,3392,3052,2849,5573,6824,7650,4859,2434,234,6
강원특별자치도 태백시 황지동(5119051500),6619,6619,447,626,567,634,1026,1106,1177,670,332,30,4
강원특별자치도 태백시 황연동(5119052500),3949,3949,115,261,261,219,470,700,986,634,273,29,1
강원특별자치도 태백시 삼수동(5119053500),5163,5163,233,461,323,318,756,891,1031,743,385,21,1
강원특별자치도 태백시 상장동(5119054000),12261,12261,775,1425,1215,1075,2229,2266,1786,997,437,56,0
강원특별자치도 태백시 문곡소도동(5119058500),3478,3478,102,219,221,225,429,606,894,522,231,29,0
강원특별자치도 태백시 장성동(5119059500),3069,3069,119,166,242,187,296,573,733,435,284,34,0
강원특별자치도 태백시 구문소동(5119060500),2281,2281,26,165,109,90,200,361,568,474,269,19,0
강원특별자치도 태백시 철암동(5119061500),1900,1900,30,69,114,101,167,321,475,384,223,16,0
강원특별자치도 속초시 (5121000000),82168,82168,5141,6811,8160,9022,11738,14874,14866,7167,3763,615,11
강원특별자치도 속초시 영랑동(5121051000),4448,4448,158,206,364,429,500,837,1060,561,288,45,0
강원특별자치도 속초시 동명동(5121052000),4513,4513,333,340,360,518,636,761,857,441,230,36,1
강원특별자치도 속초시 금호동(5121054000),5750,5750,226,344,508,439,656,1057,1323,722,395,80,0
강원특별자치도 속초시 교동(5121056000),9180,9180,406,735,995,948,1210,1607,1848,893,466,70,2
강원특별자치도 속초시 노학동(5121057000),21005,21005,1126,1957,2210,2082,2996,4028,3766,1705,968,166,1
강원특별자치도 속초시 조양동(5121058000),29455,29455,2566,2875,3100,3872,4817,5168,4181,1868,883,121,4
강원특별자치도 속초시 청호동(5121059000),4824,4824,257,246,431,535,643,857,1016,485,293,59,2
강원특별자치도 속초시 대포동(5121060000),2993,2993,69,108,192,199,280,559,815,492,240,38,1
강원특별자치도 삼척시 (5123000000),62937,62937,3246,4930,6657,4906,7947,10697,12206,7190,4424,713,21
강원특별자치도 삼척시 도계읍(5123025000),9347,9347,225,883,1746,370,843,1384,1934,1184,674,102,2
강원특별자치도 삼척시 원덕읍(5123025300),3192,3192,72,103,201,179,323,590,790,504,373,56,1
강원특별자치도 삼척시 원덕읍임원출장소(5123025400),1565,1565,37,46,91,74,153,296,394,265,179,28,2
강원특별자치도 삼척시 근덕면(5123031000),4916,4916,93,139,273,242,398,903,1305,796,639,121,7
강원특별자치도 삼척시 하장면(5123032000),1241,1241,18,32,48,43,106,243,404,200,132,14,1
강원특별자치도 삼척시 노곡면(5123033000),687,687,8,9,23,20,43,122,214,131,96,21,0
강원특별자치도 삼척시 미로면(5123034000),1786,1786,24,49,77,56,166,319,498,319,225,53,0
강원특별자치도 삼척시 가곡면(5123035000),664,664,12,22,19,16,56,123,187,135,80,14,0
강원특별자치도 삼척시 신기면(5123036000),634,634,10,9,23,26,52,129,177,123,74,10,1
강원특별자치도 삼척시 남양동(5123051000),7044,7044,213,419,619,523,781,1208,1559,1072,552,98,0
강원특별자치도 삼척시 교동(5123053000),15878,15878,1631,1809,2003,2000,2753,2623,1819,788,389,60,3
강원특별자치도 삼척시 정라동(5123054000),8369,8369,504,707,860,772,1242,1505,1425,812,483,57,2
강원특별자치도 삼척시 성내동(5123057000),7614,7614,399,703,674,585,1031,1252,1500,861,528,79,2
강원특별자치도 홍천군 (5172000000),67346,67346,3228,4567,5744,5535,7373,11447,15940,7831,4906,751,24
강원특별자치도 홍천군 홍천읍(5172025000),33639,33639,2277,3178,3703,3617,4778,5816,5737,2671,1620,238,4
강원특별자치도 홍천군 화촌면(5172031000),4289,4289,70,121,285,197,303,658,1359,763,440,89,4
강원특별자치도 홍천군 두촌면(5172032000),2406,2406,27,103,108,114,126,391,769,421,296,49,2
강원특별자치도 홍천군 내촌면(5172033000),2441,2441,41,66,96,98,143,410,829,425,294,38,1
강원특별자치도 홍천군 서석면(5172034000),3653,3653,106,167,233,199,277,657,1093,533,334,49,5
강원특별자치도 홍천군 영귀미면(5172035200),4173,4173,110,188,176,213,324,720,1310,673,391,65,3
강원특별자치도 홍천군 남면(5172036000),5744,5744,291,307,571,515,475,835,1473,704,494,79,0
강원특별자치도 홍천군 서면(5172037000),3773,3773,91,99,198,215,333,630,1197,585,361,61,3
강원특별자치도 홍천군 북방면(5172038000),4178,4178,114,203,239,228,368,729,1214,589,441,52,1
강원특별자치도 홍천군 내면(5172039000),3050,3050,101,135,135,139,246,601,959,467,235,31,1
강원특별자치도 횡성군 (5173000000),46409,46409,1873,3408,3168,3032,4685,8125,11773,6048,3715,562,20
강원특별자치도 횡성군 횡성읍(5173025000),20784,20784,1288,1947,1993,1874,2794,3667,3817,1910,1272,215,7
강원특별자치도 횡성군 우천면(5173031000),4378,4378,111,186,274,227,338,797,1288,680,410,65,2
강원특별자치도 횡성군 안흥면(5173032000),3149,3149,57,555,107,100,160,449,949,463,270,38,1
강원특별자치도 횡성군 둔내면(5173033000),5967,5967,203,371,320,352,586,1162,1602,834,475,58,4
강원특별자치도 횡성군 갑천면(5173034000),2466,2466,31,66,114,81,159,434,861,423,259,37,1
강원특별자치도 횡성군 청일면(5173035000),2390,2390,27,59,76,85,142,423,830,432,273,42,1
강원특별자치도 횡성군 공근면(5173036000),3440,3440,61,103,149,148,238,560,1158,585,367,69,2
강원특별자치도 횡성군 서원면(5173037000),2068,2068,63,57,80,100,151,325,689,358,222,23,0
강원특별자치도 횡성군 강림면(5173038000),1767,1767,32,64,55,65,117,308,579,363,167,15,2
강원특별자치도 영월군 (5175000000),37430,37430,1447,2594,2804,2391,4096,6745,8908,4984,3046,404,11
강원특별자치도 영월군 영월읍(5175025000),20428,20428,1119,1918,2036,1710,2814,3605,3729,2091,1252,151,3
강원특별자치도 영월군 상동읍(5175025300),1035,1035,12,42,55,29,85,181,296,180,136,19,0
강원특별자치도 영월군 산솔면(5175031200),1397,1397,35,42,58,37,95,270,431,233,177,19,0
강원특별자치도 영월군 김삿갓면(5175032500),1769,1769,29,77,67,55,137,361,582,284,145,32,0
강원특별자치도 영월군 북면(5175033000),2039,2039,25,81,94,97,147,397,603,350,218,26,1
강원특별자치도 영월군 남면(5175034000),2144,2144,24,83,110,82,177,369,668,366,224,38,3
강원특별자치도 영월군 한반도면(5175035500),1194,1194,43,40,73,61,94,239,346,177,111,10,0
강원특별자치도 영월군 한반도면쌍용출장소(5175035900),1575,1575,46,47,80,78,141,263,406,298,188,27,1
강원특별자치도 영월군 주천면(5175036000),3778,3778,82,187,164,165,271,697,1129,608,414,58,3
강원특별자치도 영월군 무릉도원면(5175038000),2071,2071,32,77,67,77,135,363,718,397,181,24,0
강원특별자치도 평창군 (5176000000),40645,40645,1439,2632,3035,2659,4569,7553,10039,5317,2986,399,17
강원특별자치도 평창군 평창읍(5176025000),8333,8333,321,648,723,606,959,1496,1910,998,577,92,3
강원특별자치도 평창군 미탄면(5176031000),1602,1602,36,51,80,63,126,312,508,273,133,20,0
강원특별자치도 평창군 방림면(5176032000),818,818,12,40,37,23,71,137,272,131,87,7,1
강원특별자치도 평창군 방림면계촌출장소(5176032500),1741,1741,46,70,71,94,127,306,589,271,145,22,0
강원특별자치도 평창군 대화면(5176033000),5053,5053,150,304,322,263,500,942,1300,733,469,67,3
강원특별자치도 평창군 봉평면(5176034000),5713,5713,231,419,386,389,702,1080,1433,689,340,42,2
강원특별자치도 평창군 용평면(5176035000),3070,3070,95,188,218,144,307,618,828,383,260,29,0
강원특별자치도 평창군 진부면(5176036000),8470,8470,321,572,657,495,989,1554,2010,1148,633,83,8
강원특별자치도 평창군 대관령면(5176038000),5845,5845,227,340,541,582,788,1108,1189,691,342,37,0
강원특별자치도 정선군 (5177000000),34323,34323,1317,2260,2331,2345,4220,6313,8147,4450,2574,350,16
강원특별자치도 정선군 정선읍(5177025000),9966,9966,474,893,873,720,1390,1841,1933,1109,627,101,5
강원특별자치도 정선군 고한읍(5177025300),4256,4256,247,233,289,547,710,668,812,514,217,19,0
강원특별자치도 정선군 사북읍(5177025600),4388,4388,223,340,322,333,645,835,989,458,226,15,2
강원특별자치도 정선군 신동읍(5177025900),1721,1721,50,107,94,70,182,331,452,257,164,14,0
강원특별자치도 정선군 신동읍함백출장소(5177026000),1565,1565,31,100,104,80,140,293,406,241,146,24,0
강원특별자치도 정선군 남면(5177032000),3122,3122,98,182,157,206,416,564,831,434,199,32,3
강원특별자치도 정선군 북평면(5177034000),2474,2474,55,162,150,118,249,465,623,357,248,45,2
강원특별자치도 정선군 임계면(5177035000),3356,3356,67,111,149,139,229,636,1040,525,403,55,2
강원특별자치도 정선군 화암면(5177036000),1549,1549,32,64,88,57,113,333,480,214,151,17,0
강원특별자치도 정선군 여량면(5177037000),1926,1926,40,68,105,75,146,347,581,341,193,28,2
강원특별자치도 철원군 (5178000000),41490,41490,2690,3299,4533,4235,4961,6576,7721,4371,2722,368,14
강원특별자치도 철원군 철원읍(5178025000),5014,5014,344,394,510,532,571,836,894,540,346,46,1
강원특별자치도 철원군 김화읍(5178025300),3195,3195,245,252,375,427,330,407,551,327,238,42,1
강원특별자치도 철원군 갈말읍(5178025600),11702,11702,717,912,1348,1203,1470,1927,2190,1185,663,84,3
강원특별자치도 철원군 동송읍(5178025900),14206,14206,922,1248,1455,1324,1788,2305,2659,1475,905,120,5
강원특별자치도 철원군 서면(5178031000),1745,1745,131,78,292,230,150,211,294,197,144,17,1
