행정구역,2023년10월_계_총인구수,2023년10월_계_연령구간인구수,2023년10월_계_0~9세,2023년10월_계_10~19세,2023년10월_계_20~29세,2023년10월_계_30~39세,2023년10월_계_40~49세,2023년10월_계_50~59세,2023년10월_계_60~69세,2023년10월_계_70~79세,2023년10월_계_80~89세,2023년10월_계_90~99세,2023년10월_계_100세 이상
경상북도 김천시 증산면(4715045000),984,984,11,28,27,23,66,176,309,181,145,17,1
경상북도 김천시 자산동(4715051600),6181,6181,159,317,498,479,691,970,1459,1016,532,60,0
경상북도 김천시 평화남산동(4715053600),7141,7141,159,358,680,613,794,1142,1572,1096,644,80,3
경상북도 김천시 양금동(4715056500),3662,3662,96,202,221,201,337,621,861,656,407,56,4
경상북도 김천시 대신동(4715057500),24629,24629,1615,2981,3443,2607,3787,4349,3222,1582,906,132,5
경상북도 김천시 대곡동(4715059500),19722,19722,1176,2268,1909,1810,2686,3620,3351,1818,949,131,4
경상북도 김천시 지좌동(4715061000),10861,10861,715,1040,1276,1323,1677,1926,1644,818,386,55,1
경상북도 김천시 율곡동(4715064000),23541,23541,3726,3133,2279,4316,5058,2901,1435,458,196,38,1
경상북도 안동시 (4717000000),153241,153241,8575,12926,15050,14002,20432,25341,27256,17061,10906,1658,34
경상북도 안동시 풍산읍(4717025000),6113,6113,134,279,366,342,500,959,1441,1139,803,146,4
경상북도 안동시 와룡면(4717031000),3905,3905,58,186,231,144,265,638,989,717,581,95,1
경상북도 안동시 북후면(4717032000),2807,2807,47,67,107,128,271,477,675,493,463,78,1
경상북도 안동시 서후면(4717033000),3463,3463,53,135,287,197,277,537,890,583,400,101,3
경상북도 안동시 풍천면(4717034000),7175,7175,504,379,862,1265,860,919,1041,723,532,89,1
경상북도 안동시 일직면(4717035000),2511,2511,43,94,87,95,179,376,633,550,390,63,1
경상북도 안동시 남후면(4717036000),1644,1644,33,44,56,55,120,233,408,341,304,50,0
경상북도 안동시 남선면(4717037000),2021,2021,49,66,129,111,155,375,536,325,242,32,1
경상북도 안동시 임하면(4717038000),2652,2652,40,104,109,111,216,461,700,474,359,77,1
경상북도 안동시 길안면(4717039000),2598,2598,31,67,86,105,149,432,764,502,413,47,2
경상북도 안동시 임동면(4717040000),1664,1664,21,50,61,47,127,261,482,319,270,26,0
경상북도 안동시 예안면(4717041000),1718,1718,17,43,60,61,83,280,530,335,281,28,0
경상북도 안동시 도산면(4717042000),1453,1453,9,41,41,38,92,219,430,315,233,34,1
경상북도 안동시 녹전면(4717043000),1644,1644,21,48,50,53,109,243,478,346,258,37,1
경상북도 안동시 중구동(4717051000),4829,4829,172,304,518,443,592,757,865,720,400,57,1
경상북도 안동시 명륜동(4717052000),4703,4703,201,368,434,341,645,839,943,546,342,43,1
경상북도 안동시 용상동(4717055500),22763,22763,1748,2318,3119,2530,3472,3680,3016,1768,976,136,0
경상북도 안동시 서구동(4717058500),8456,8456,453,847,780,577,1204,1376,1487,1035,609,86,2
경상북도 안동시 태화동(4717060000),12351,12351,702,876,1182,1263,1730,2054,2250,1443,763,85,3
경상북도 안동시 평화동(4717062000),5990,5990,270,471,547,510,835,959,1148,798,397,54,1
경상북도 안동시 안기동(4717063000),5995,5995,253,495,583,518,768,1099,1198,714,330,36,1
경상북도 안동시 옥동(4717065000),20676,20676,1527,2546,2405,2041,3454,3558,2930,1340,763,109,3
경상북도 안동시 송하동(4717066000),15641,15641,1293,1637,1751,1836,2450,2746,2330,971,525,99,3
경상북도 안동시 강남동(4717069000),10469,10469,896,1461,1199,1191,1879,1863,1092,564,272,50,2
경상북도 구미시 (4719000000),405755,405755,32916,43754,49764,59101,71649,70720,48824,18292,9333,1360,42
경상북도 구미시 선산읍(4719025000),14043,14043,674,1040,1080,1099,1733,2684,2938,1598,997,188,12
경상북도 구미시 고아읍(4719025300),38108,38108,3233,3846,3961,4594,5750,7896,5699,1813,1114,197,5
경상북도 구미시 산동읍(4719025600),26984,26984,5150,3186,1776,6778,5753,2282,1283,448,277,50,1
경상북도 구미시 무을면(4719031000),1794,1794,34,53,67,73,110,293,514,331,259,59,1
경상북도 구미시 옥성면(4719032000),1651,1651,17,39,78,69,108,301,455,284,261,38,1
경상북도 구미시 도개면(4719033000),2101,2101,24,93,98,81,153,345,572,347,332,56,0
경상북도 구미시 해평면(4719034000),3793,3793,41,120,208,181,314,739,966,652,510,60,2
경상북도 구미시 장천면(4719036000),2849,2849,49,170,157,147,274,529,682,472,316,50,3
경상북도 구미시 송정동(4719051000),23281,23281,1454,2197,2820,3071,3679,4276,3718,1482,532,51,1
경상북도 구미시 원평동(4719053500),5820,5820,89,170,565,643,857,1189,1307,657,295,48,0
경상북도 구미시 도량동(4719055100),27987,27987,1844,3099,3087,2928,4492,5741,4503,1517,693,83,0
경상북도 구미시 지산동(4719055500),1973,1973,47,94,172,119,207,409,505,282,123,13,2
경상북도 구미시 선주원남동(4719056500),38258,38258,2820,4913,5103,4383,6886,7181,4802,1467,610,90,3
경상북도 구미시 형곡1동(4719058200),13413,13413,755,1448,1576,1362,2068,2865,2152,839,312,35,1
경상북도 구미시 형곡2동(4719058300),16041,16041,655,1557,2283,1707,2216,3671,2760,837,318,36,1
경상북도 구미시 신평1동(4719059000),4544,4544,221,229,862,835,576,760,634,294,120,13,0
경상북도 구미시 신평2동(4719060000),3040,3040,264,198,343,516,410,554,447,192,107,8,1
경상북도 구미시 비산동(4719061000),12946,12946,1528,1105,1480,2613,2241,2219,1281,321,136,22,0
경상북도 구미시 광평동(4719063000),4167,4167,201,314,582,620,679,810,594,258,99,9,1
경상북도 구미시 상모사곡동(4719064500),30321,30321,2304,3428,4323,4194,5612,6286,2891,849,392,41,1
경상북도 구미시 임오동(4719066000),18212,18212,1666,2440,2080,2576,3695,3424,1622,462,220,26,1
경상북도 구미시 인동동(4719067000),47274,47274,3417,5833,6507,7760,9623,7448,4381,1515,696,91,3
경상북도 구미시 진미동(4719068000),16927,16927,747,986,3945,4683,3005,1938,1068,383,144,28,0
경상북도 구미시 양포동(4719069000),45949,45949,5174,6927,6056,7066,10444,6268,2616,885,446,65,2
경상북도 구미시 공단동(4719070000),4279,4279,508,269,555,1003,764,612,434,107,24,3,0
경상북도 영주시 (4721000000),100208,100208,4971,8758,8920,7612,12459,17045,19249,12279,7707,1178,30
경상북도 영주시 풍기읍(4721025000),10551,10551,355,896,967,619,1025,1698,2384,1506,942,152,7
경상북도 영주시 이산면(4721031000),2200,2200,31,87,129,107,140,400,617,350,282,57,0
경상북도 영주시 평은면(4721032000),1391,1391,13,49,50,42,90,241,359,281,221,43,2
경상북도 영주시 문수면(4721033000),1925,1925,51,78,99,106,142,303,509,312,258,65,2
경상북도 영주시 장수면(4721034000),2071,2071,44,89,122,105,148,316,528,361,287,67,4
경상북도 영주시 안정면(4721035000),2851,2851,68,118,123,139,207,453,730,520,416,75,2
경상북도 영주시 봉현면(4721036000),2574,2574,55,107,112,107,216,426,740,484,271,54,2
경상북도 영주시 순흥면(4721037000),1899,1899,23,60,94,68,113,312,573,362,258,35,1
경상북도 영주시 단산면(4721038000),1778,1778,16,48,79,71,110,295,494,351,274,39,1
경상북도 영주시 부석면(4721039000),2850,2850,44,92,83,109,162,467,861,577,405,49,1
경상북도 영주시 상망동(4721051000),7194,7194,356,788,656,466,1020,1353,1202,774,506,69,4
경상북도 영주시 하망동(4721052500),5784,5784,281,578,486,380,757,1035,1047,734,422,64,0
경상북도 영주시 영주1동(4721055000),3652,3652,126,223,258,244,374,589,831,604,359,43,1
경상북도 영주시 영주2동(4721056000),4625,4625,145,287,331,273,493,764,1052,762,461,57,0
경상북도 영주시 휴천1동(4721059000),6261,6261,373,802,634,430,908,1242,877,631,326,37,1
경상북도 영주시 휴천2동(4721060000),9638,9638,386,779,1127,688,1112,1635,1873,1252,707,78,1
경상북도 영주시 휴천3동(4721061000),7328,7328,334,596,718,579,880,1396,1449,855,455,65,1
경상북도 영주시 가흥1동(4721062000),15404,15404,1528,2011,1772,1929,2939,2375,1646,779,379,46,0
경상북도 영주시 가흥2동(4721063000),10232,10232,742,1070,1080,1150,1623,1745,1477,784,478,83,0
경상북도 영천시 (4723000000),100253,100253,5056,6312,8265,8692,11600,17655,20528,13137,7917,1077,14
경상북도 영천시 금호읍(4723025000),10413,10413,341,410,703,681,997,2081,2487,1599,1008,105,1
경상북도 영천시 청통면(4723031000),3978,3978,90,116,211,245,319,681,1070,743,440,62,1
경상북도 영천시 신녕면(4723032000),3675,3675,80,210,156,181,286,568,957,694,469,74,0
경상북도 영천시 화산면(4723033000),3058,3058,62,73,119,147,220,517,821,588,451,59,1
경상북도 영천시 화북면(4723034000),2185,2185,41,85,71,87,133,369,639,419,277,62,2
경상북도 영천시 화남면(4723035000),3197,3197,74,130,140,163,201,542,895,627,368,55,2
경상북도 영천시 자양면(4723036000),1328,1328,22,36,60,59,72,267,403,223,159,27,0
경상북도 영천시 임고면(4723037000),4122,4122,100,134,211,185,318,670,1008,869,553,73,1
경상북도 영천시 고경면(4723038000),5708,5708,219,222,633,412,500,799,1319,911,613,79,1
경상북도 영천시 북안면(4723039000),4376,4376,63,108,224,185,343,733,1187,868,583,82,0
경상북도 영천시 대창면(4723040000),3015,3015,66,80,147,166,231,542,847,564,321,51,0
경상북도 영천시 동부동(4723051000),27360,27360,2017,2534,2883,3102,4209,5022,4258,2092,1092,150,1
경상북도 영천시 중앙동(4723052000),9379,9379,662,891,1032,1023,1335,1636,1422,850,469,59,0
경상북도 영천시 서부동(4723053500),4545,4545,115,254,392,332,490,860,965,695,386,54,2
경상북도 영천시 완산동(4723054000),9978,9978,917,838,982,1372,1476,1637,1444,864,410,38,0
경상북도 영천시 남부동(4723055500),3936,3936,187,191,301,352,470,731,806,531,318,47,2
경상북도 상주시 (4725000000),93980,93980,4338,7206,6910,6533,10394,15509,19818,12537,9160,1529,46
경상북도 상주시 함창읍(4725025000),6177,6177,201,519,292,370,640,939,1396,991,714,110,5
경상북도 상주시 중동면(4725031000),1317,1317,27,57,46,54,91,204,317,277,209,35,0
경상북도 상주시 사벌국면(4725032500),3701,3701,94,149,170,190,286,551,897,655,595,112,2
경상북도 상주시 낙동면(4725033000),2858,2858,55,148,116,122,168,443,731,496,486,87,6
경상북도 상주시 낙동면동부출장소(4725033500),979,979,25,32,49,36,67,166,276,149,157,21,1
경상북도 상주시 청리면(4725034000),2503,2503,43,112,100,110,186,372,653,463,402,60,2
경상북도 상주시 공성면(4725035000),3807,3807,65,236,129,151,283,565,1030,713,556,78,1
경상북도 상주시 외남면(4725036000),1557,1557,33,61,56,61,108,250,422,259,249,57,1
경상북도 상주시 내서면(4725037000),1850,1850,42,63,59,74,108,324,574,305,262,39,0
경상북도 상주시 모동면(4725038000),2564,2564,68,187,114,116,218,448,706,402,262,41,2
경상북도 상주시 모서면(4725039000),1646,1646,39,59,75,63,138,280,459,274,216,43,0
경상북도 상주시 모서면서부출장소(4725039500),722,722,17,30,32,26,46,131,223,102,100,15,0
경상북도 상주시 화동면(4725040000),1881,1881,38,92,78,97,146,331,516,320,221,42,0
경상북도 상주시 화서면(4725041000),2910,2910,206,179,123,176,276,484,671,404,333,58,0
경상북도 상주시 화북면(4725042000),1144,1144,28,50,52,44,89,239,318,163,135,25,1
경상북도 상주시 화북면서부출장소(4725042600),317,317,2,3,10,13,16,52,116,48,48,9,0
경상북도 상주시 외서면(4725043000),2585,2585,62,127,96,111,224,445,640,476,337,62,5
경상북도 상주시 은척면(4725044000),1117,1117,20,35,37,29,69,140,313,246,195,32,1
경상북도 상주시 은척면북부출장소(4725044500),361,361,4,12,10,7,15,65,87,64,89,7,1
경상북도 상주시 공검면(4725045000),2082,2082,33,73,90,87,156,270,531,411,349,80,2
경상북도 상주시 이안면(4725046000),1970,1970,47,89,82,62,164,266,455,387,353,63,2
경상북도 상주시 화남면(4725047000),784,784,36,29,31,31,50,133,213,134,105,21,1
경상북도 상주시 남원동(4725052000),11398,11398,685,1241,1042,1060,1603,1928,1949,1207,597,85,1
경상북도 상주시 북문동(4725053000),9243,9243,664,836,872,969,1418,1617,1581,769,450,65,2
경상북도 상주시 계림동(4725054000),8902,8902,711,932,794,936,1282,1511,1353,785,521,72,5
경상북도 상주시 동문동(4725055000),7622,7622,456,653,712,633,979,1378,1359,849,525,76,2
경상북도 상주시 동성동(4725056000),3328,3328,98,283,254,206,385,603,693,473,285,47,1
경상북도 상주시 신흥동(4725057000),8655,8655,539,919,1389,699,1183,1374,1339,715,409,87,2
경상북도 문경시 (4728000000),69052,69052,3285,5224,5464,5013,7958,11258,14378,9318,6214,904,36
경상북도 문경시 문경읍(4728025000),5704,5704,197,339,298,357,528,933,1384,948,632,84,4
경상북도 문경시 문경읍갈평출장소(4728025100),1076,1076,24,51,42,43,70,220,306,174,126,20,0
경상북도 문경시 가은읍(4728025300),3105,3105,102,141,129,148,240,450,791,540,476,85,3
경상북도 문경시 가은읍북부출장소(4728025400),841,841,10,34,23,34,72,180,236,131,105,15,1
경상북도 문경시 영순면(4728031000),2351,2351,51,271,92,84,178,293,596,376,354,56,0
경상북도 문경시 산양면(4728032000),3005,3005,73,134,140,144,247,447,757,544,427,90,2
경상북도 문경시 호계면(4728033000),2359,2359,38,105,323,115,168,324,575,369,304,38,0
경상북도 문경시 산북면(4728034000),2673,2673,59,81,123,100,182,414,710,506,424,70,4
경상북도 문경시 동로면(4728035000),1974,1974,70,92,75,86,155,328,573,314,245,35,1
경상북도 문경시 마성면(4728036000),3398,3398,70,100,171,177,241,549,855,628,543,58,6
경상북도 문경시 농암면(4728037000),2542,2542,57,81,96,101,156,426,736,484,334,65,6
경상북도 문경시 점촌1동(4728057000),5472,5472,292,372,435,458,645,900,1119,798,397,55,1
경상북도 문경시 점촌2동(4728058000),6749,6749,351,579,553,522,810,1024,1354,981,510,63,2
경상북도 문경시 점촌3동(4728059000),8752,8752,506,816,766,721,1253,1417,1679,993,525,73,3
경상북도 문경시 점촌4동(4728060000),2971,2971,93,143,167,218,260,506,686,487,364,46,1
경상북도 문경시 점촌5동(4728061000),16080,16080,1292,1885,2031,1705,2753,2847,2021,1045,448,51,2
경상북도 경산시 (4729000000),266843,266843,17023,22813,35533,31189,39756,46321,40094,21559,11104,1423,28
경상북도 경산시 하양읍(4729025000),31471,31471,1973,3053,5421,3602,4564,5133,3945,2330,1312,135,3
경상북도 경산시 진량읍(4729025300),34475,34475,1711,3008,5082,3487,5211,7134,4855,2435,1385,165,2
경상북도 경산시 압량읍(4729025600),20541,20541,1938,1406,2825,3598,3256,2763,2636,1304,715,99,1
경상북도 경산시 와촌면(4729031000),5442,5442,115,203,364,363,527,1022,1431,827,522,66,2
경상북도 경산시 자인면(4729033000),5346,5346,116,215,366,353,522,959,1328,912,496,77,2
경상북도 경산시 용성면(4729034000),3249,3249,51,101,160,164,231,530,930,643,382,56,1
경상북도 경산시 남산면(4729035000),3658,3658,80,150,205,196,329,599,972,634,427,65,1
경상북도 경산시 남천면(4729037000),2784,2784,47,97,157,162,223,501,717,555,283,39,3
경상북도 경산시 중방동(4729051000),10669,10669,540,630,1488,1347,1296,1961,2009,952,390,55,1
경상북도 경산시 중앙동(4729052000),6064,6064,162,297,825,701,622,1148,1254,637,375,43,0
경상북도 경산시 남부동(4729053000),19269,19269,1566,2046,1774,2127,3435,3044,2742,1675,761,96,3
경상북도 경산시 서부1동(4729054100),31703,31703,1924,3519,3349,3154,5184,5733,4921,2514,1251,152,2
경상북도 경산시 서부2동(4729054200),37390,37390,3600,3072,4166,5136,5878,6494,5066,2692,1148,137,1
경상북도 경산시 북부동(4729055000),16779,16779,832,821,4278,2629,2121,2445,2066,1042,485,59,1
경상북도 경산시 동부동(4729056000),38003,38003,2368,4195,5073,4170,6357,6855,5222,2407,1172,179,5
경상북도 의성군 (4773000000),50165,50165,1668,2130,2525,2874,4191,7800,12514,8724,6712,1000,27
경상북도 의성군 의성읍(4773025000),12694,12694,643,999,945,1006,1603,2046,2546,1730,1026,149,1
경상북도 의성군 단촌면(4773031000),1898,1898,35,40,74,87,121,264,581,344,316,34,2
경상북도 의성군 점곡면(4773032000),1572,1572,39,27,59,69,85,223,440,317,271,42,0
경상북도 의성군 옥산면(4773033000),1750,1750,27,49,55,61,105,315,513,358,228,38,1
경상북도 의성군 사곡면(4773034000),1562,1562,23,33,57,38,83,250,455,312,257,51,3
경상북도 의성군 춘산면(4773035000),1494,1494,40,55,36,68,78,226,478,273,205,34,1
경상북도 의성군 가음면(4773036000),1478,1478,30,30,48,60,93,209,472,291,214,30,1
경상북도 의성군 금성면(4773037000),4193,4193,128,132,169,214,322,592,1096,842,603,90,5
경상북도 의성군 봉양면(4773038000),3887,3887,129,161,240,256,337,624,950,652,450,85,3
경상북도 의성군 비안면(4773039000),2566,2566,82,51,95,119,176,381,694,505,397,64,2
경상북도 의성군 구천면(4773040000),1729,1729,42,31,58,90,87,273,476,342,293,37,0
경상북도 의성군 단밀면(4773041000),1670,1670,28,60,71,84,102,265,426,287,314,32,1
경상북도 의성군 단북면(4773042000),1754,1754,40,51,84,81,122,280,432,324,296,44,0
